image_path,file_name,split,folder_category,severity_score,target_class,original_parent,unique_filename
Dataset\Gambo\Test\Corrected\4_406.png,4_406.png,Train,Corrected,4,1,Test,Test_Corrected_4_406.png
Dataset\Gambo\Train\Normal\M-2095.png,M-2095.png,Train,Normal,0,0,Train,Train_Normal_M-2095.png
Dataset\Gambo\Test\Reversal\6_5760.png,6_5760.png,Train,Reversal,6,1,Test,Test_Reversal_6_5760.png
Dataset\Gambo\Train\Corrected\1_15255.png,1_15255.png,Train,Corrected,1,1,Train,Train_Corrected_1_15255.png
Dataset\Gambo\Train\Corrected\6_4135.png,6_4135.png,Train,Corrected,6,1,Train,Train_Corrected_6_4135.png
Dataset\Gambo\Train\Corrected\1_37624.png,1_37624.png,Train,Corrected,1,1,Train,Train_Corrected_1_37624.png
Dataset\Gambo\Train\Normal\B-1936.png,B-1936.png,Train,Normal,0,0,Train,Train_Normal_B-1936.png
Dataset\Gambo\Train\Corrected\1_28503.png,1_28503.png,Train,Corrected,1,1,Train,Train_Corrected_1_28503.png
Dataset\Gambo\Train\Corrected\5_1857.png,5_1857.png,Train,Corrected,5,1,Train,Train_Corrected_5_1857.png
Dataset\Gambo\Train\Corrected\3_2572.png,3_2572.png,Train,Corrected,3,1,Train,Train_Corrected_3_2572.png
Dataset\Gambo\Train\Reversal\6_19656.png,6_19656.png,Train,Reversal,6,1,Train,Train_Reversal_6_19656.png
Dataset\Gambo\Train\Corrected\1_22676.png,1_22676.png,Train,Corrected,1,1,Train,Train_Corrected_1_22676.png
Dataset\Gambo\Train\Normal\C-603.png,C-603.png,Train,Normal,0,0,Train,Train_Normal_C-603.png
Dataset\Gambo\Train\Reversal\6_458.png,6_458.png,Train,Reversal,6,1,Train,Train_Reversal_6_458.png
Dataset\Gambo\Train\Corrected\1_27693.png,1_27693.png,Train,Corrected,1,1,Train,Train_Corrected_1_27693.png
Dataset\Gambo\Train\Normal\M-1292.png,M-1292.png,Train,Normal,0,0,Train,Train_Normal_M-1292.png
Dataset\Gambo\Train\Corrected\1_32841.png,1_32841.png,Train,Corrected,1,1,Train,Train_Corrected_1_32841.png
Dataset\Gambo\Train\Reversal\6_9508.png,6_9508.png,Train,Reversal,6,1,Train,Train_Reversal_6_9508.png
Dataset\Gambo\Test\Reversal\6_2139.png,6_2139.png,Train,Reversal,6,1,Test,Test_Reversal_6_2139.png
Dataset\Gambo\Train\Corrected\1_38127.png,1_38127.png,Train,Corrected,1,1,Train,Train_Corrected_1_38127.png
Dataset\Gambo\Test\Corrected\4_394.png,4_394.png,Train,Corrected,4,1,Test,Test_Corrected_4_394.png
Dataset\Gambo\Train\Reversal\6_9524.png,6_9524.png,Train,Reversal,6,1,Train,Train_Reversal_6_9524.png
Dataset\Gambo\Train\Corrected\1_23570.png,1_23570.png,Train,Corrected,1,1,Train,Train_Corrected_1_23570.png
Dataset\Gambo\Test\Corrected\4_1393.png,4_1393.png,Train,Corrected,4,1,Test,Test_Corrected_4_1393.png
Dataset\Gambo\Train\Reversal\6_19385.png,6_19385.png,Train,Reversal,6,1,Train,Train_Reversal_6_19385.png
Dataset\Gambo\Train\Corrected\6_1590.png,6_1590.png,Train,Corrected,6,1,Train,Train_Corrected_6_1590.png
Dataset\Gambo\Train\Corrected\5_165.png,5_165.png,Train,Corrected,5,1,Train,Train_Corrected_5_165.png
Dataset\Gambo\Train\Reversal\6_25713.png,6_25713.png,Train,Reversal,6,1,Train,Train_Reversal_6_25713.png
Dataset\Gambo\Train\Corrected\1_21416.png,1_21416.png,Train,Corrected,1,1,Train,Train_Corrected_1_21416.png
Dataset\Gambo\Train\Normal\M-570.png,M-570.png,Train,Normal,0,0,Train,Train_Normal_M-570.png
Dataset\Gambo\Train\Reversal\6_20452.png,6_20452.png,Train,Reversal,6,1,Train,Train_Reversal_6_20452.png
Dataset\Gambo\Test\Normal\B-13.png,B-13.png,Train,Normal,0,0,Test,Test_Normal_B-13.png
Dataset\Gambo\Test\Normal\D-280.png,D-280.png,Train,Normal,0,0,Test,Test_Normal_D-280.png
Dataset\Gambo\Train\Corrected\4_2321.png,4_2321.png,Train,Corrected,4,1,Train,Train_Corrected_4_2321.png
Dataset\Gambo\Train\Corrected\1_14076.png,1_14076.png,Train,Corrected,1,1,Train,Train_Corrected_1_14076.png
Dataset\Gambo\Train\Normal\A-715.png,A-715.png,Train,Normal,0,0,Train,Train_Normal_A-715.png
Dataset\Gambo\Train\Normal\C-738.png,C-738.png,Train,Normal,0,0,Train,Train_Normal_C-738.png
Dataset\Gambo\Train\Corrected\2_1179.png,2_1179.png,Train,Corrected,2,1,Train,Train_Corrected_2_1179.png
Dataset\Gambo\Train\Reversal\6_31671.png,6_31671.png,Train,Reversal,6,1,Train,Train_Reversal_6_31671.png
Dataset\Gambo\Train\Corrected\1_37842.png,1_37842.png,Train,Corrected,1,1,Train,Train_Corrected_1_37842.png
Dataset\Gambo\Train\Reversal\6_30198.png,6_30198.png,Train,Reversal,6,1,Train,Train_Reversal_6_30198.png
Dataset\Gambo\Train\Normal\I-439.png,I-439.png,Train,Normal,0,0,Train,Train_Normal_I-439.png
Dataset\Gambo\Test\Reversal\6_5070.png,6_5070.png,Train,Reversal,6,1,Test,Test_Reversal_6_5070.png
Dataset\Gambo\Train\Corrected\2_5404.png,2_5404.png,Train,Corrected,2,1,Train,Train_Corrected_2_5404.png
Dataset\Gambo\Test\Reversal\6_861.png,6_861.png,Train,Reversal,6,1,Test,Test_Reversal_6_861.png
Dataset\Gambo\Train\Normal\E-1160.png,E-1160.png,Train,Normal,0,0,Train,Train_Normal_E-1160.png
Dataset\Gambo\Train\Corrected\1_27553.png,1_27553.png,Train,Corrected,1,1,Train,Train_Corrected_1_27553.png
Dataset\Gambo\Train\Corrected\1_21984.png,1_21984.png,Train,Corrected,1,1,Train,Train_Corrected_1_21984.png
Dataset\Gambo\Train\Reversal\6_29667.png,6_29667.png,Train,Reversal,6,1,Train,Train_Reversal_6_29667.png
Dataset\Gambo\Test\Corrected\1_2162.png,1_2162.png,Train,Corrected,1,1,Test,Test_Corrected_1_2162.png
Dataset\Gambo\Train\Normal\A-1436.png,A-1436.png,Train,Normal,0,0,Train,Train_Normal_A-1436.png
Dataset\Gambo\Train\Corrected\4_5456.png,4_5456.png,Train,Corrected,4,1,Train,Train_Corrected_4_5456.png
Dataset\Gambo\Train\Reversal\6_1035.png,6_1035.png,Train,Reversal,6,1,Train,Train_Reversal_6_1035.png
Dataset\Gambo\Train\Corrected\1_1262.png,1_1262.png,Train,Corrected,1,1,Train,Train_Corrected_1_1262.png
Dataset\Gambo\Train\Reversal\6_10409.png,6_10409.png,Train,Reversal,6,1,Train,Train_Reversal_6_10409.png
Dataset\Gambo\Train\Corrected\1_37931.png,1_37931.png,Train,Corrected,1,1,Train,Train_Corrected_1_37931.png
Dataset\Gambo\Test\Corrected\1_4747.png,1_4747.png,Train,Corrected,1,1,Test,Test_Corrected_1_4747.png
Dataset\Gambo\Train\Corrected\2_5647.png,2_5647.png,Train,Corrected,2,1,Train,Train_Corrected_2_5647.png
Dataset\Gambo\Train\Reversal\6_6853.png,6_6853.png,Train,Reversal,6,1,Train,Train_Reversal_6_6853.png
Dataset\Gambo\Test\Reversal\6_3176.png,6_3176.png,Train,Reversal,6,1,Test,Test_Reversal_6_3176.png
Dataset\Gambo\Train\Reversal\6_20423.png,6_20423.png,Train,Reversal,6,1,Train,Train_Reversal_6_20423.png
Dataset\Gambo\Test\Reversal\6_2705.png,6_2705.png,Train,Reversal,6,1,Test,Test_Reversal_6_2705.png
Dataset\Gambo\Train\Corrected\6_1499.png,6_1499.png,Train,Corrected,6,1,Train,Train_Corrected_6_1499.png
Dataset\Gambo\Train\Corrected\2_2609.png,2_2609.png,Train,Corrected,2,1,Train,Train_Corrected_2_2609.png
Dataset\Gambo\Train\Reversal\6_9239.png,6_9239.png,Train,Reversal,6,1,Train,Train_Reversal_6_9239.png
Dataset\Gambo\Train\Normal\M-808.png,M-808.png,Train,Normal,0,0,Train,Train_Normal_M-808.png
Dataset\Gambo\Train\Corrected\1_36701.png,1_36701.png,Train,Corrected,1,1,Train,Train_Corrected_1_36701.png
Dataset\Gambo\Test\Normal\J-429.png,J-429.png,Train,Normal,0,0,Test,Test_Normal_J-429.png
Dataset\Gambo\Test\Corrected\1_3648.png,1_3648.png,Train,Corrected,1,1,Test,Test_Corrected_1_3648.png
Dataset\Gambo\Train\Corrected\1_20897.png,1_20897.png,Train,Corrected,1,1,Train,Train_Corrected_1_20897.png
Dataset\Gambo\Train\Corrected\1_30691.png,1_30691.png,Train,Corrected,1,1,Train,Train_Corrected_1_30691.png
Dataset\Gambo\Train\Reversal\6_15626.png,6_15626.png,Train,Reversal,6,1,Train,Train_Reversal_6_15626.png
Dataset\Gambo\Train\Reversal\6_20319.png,6_20319.png,Train,Reversal,6,1,Train,Train_Reversal_6_20319.png
Dataset\Gambo\Train\Corrected\4_4234.png,4_4234.png,Train,Corrected,4,1,Train,Train_Corrected_4_4234.png
Dataset\Gambo\Train\Normal\H-1454.png,H-1454.png,Train,Normal,0,0,Train,Train_Normal_H-1454.png
Dataset\Gambo\Train\Normal\C-796.png,C-796.png,Train,Normal,0,0,Train,Train_Normal_C-796.png
Dataset\Gambo\Test\Normal\S-3392.png,S-3392.png,Train,Normal,0,0,Test,Test_Normal_S-3392.png
Dataset\Gambo\Test\Reversal\6_3270.png,6_3270.png,Train,Reversal,6,1,Test,Test_Reversal_6_3270.png
Dataset\Gambo\Train\Corrected\6_5075.png,6_5075.png,Train,Corrected,6,1,Train,Train_Corrected_6_5075.png
Dataset\Gambo\Train\Corrected\1_32805.png,1_32805.png,Train,Corrected,1,1,Train,Train_Corrected_1_32805.png
Dataset\Gambo\Train\Corrected\1_3423.png,1_3423.png,Train,Corrected,1,1,Train,Train_Corrected_1_3423.png
Dataset\Gambo\Train\Corrected\1_10336.png,1_10336.png,Train,Corrected,1,1,Train,Train_Corrected_1_10336.png
Dataset\Gambo\Train\Reversal\6_6161.png,6_6161.png,Train,Reversal,6,1,Train,Train_Reversal_6_6161.png
Dataset\Gambo\Train\Corrected\1_36070.png,1_36070.png,Train,Corrected,1,1,Train,Train_Corrected_1_36070.png
Dataset\Gambo\Train\Normal\L-1557.png,L-1557.png,Train,Normal,0,0,Train,Train_Normal_L-1557.png
Dataset\Gambo\Train\Normal\A-1548.png,A-1548.png,Train,Normal,0,0,Train,Train_Normal_A-1548.png
Dataset\Gambo\Train\Reversal\6_12125.png,6_12125.png,Train,Reversal,6,1,Train,Train_Reversal_6_12125.png
Dataset\Gambo\Train\Corrected\3_5978.png,3_5978.png,Train,Corrected,3,1,Train,Train_Corrected_3_5978.png
Dataset\Gambo\Test\Normal\H-174.png,H-174.png,Train,Normal,0,0,Test,Test_Normal_H-174.png
Dataset\Gambo\Train\Normal\L-1711.png,L-1711.png,Train,Normal,0,0,Train,Train_Normal_L-1711.png
Dataset\Gambo\Train\Corrected\1_17821.png,1_17821.png,Train,Corrected,1,1,Train,Train_Corrected_1_17821.png
Dataset\Gambo\Test\Corrected\1_1698.png,1_1698.png,Train,Corrected,1,1,Test,Test_Corrected_1_1698.png
Dataset\Gambo\Train\Normal\E-1809.png,E-1809.png,Train,Normal,0,0,Train,Train_Normal_E-1809.png
Dataset\Gambo\Train\Normal\C-2046.png,C-2046.png,Train,Normal,0,0,Train,Train_Normal_C-2046.png
Dataset\Gambo\Train\Corrected\3_1178.png,3_1178.png,Train,Corrected,3,1,Train,Train_Corrected_3_1178.png
Dataset\Gambo\Test\Normal\E-315.png,E-315.png,Train,Normal,0,0,Test,Test_Normal_E-315.png
Dataset\Gambo\Train\Corrected\3_1042.png,3_1042.png,Train,Corrected,3,1,Train,Train_Corrected_3_1042.png
Dataset\Gambo\Test\Corrected\6_565.png,6_565.png,Train,Corrected,6,1,Test,Test_Corrected_6_565.png
Dataset\Gambo\Train\Corrected\6_1269.png,6_1269.png,Train,Corrected,6,1,Train,Train_Corrected_6_1269.png
Dataset\Gambo\Train\Normal\G-2439.png,G-2439.png,Train,Normal,0,0,Train,Train_Normal_G-2439.png
Dataset\Gambo\Train\Corrected\1_16353.png,1_16353.png,Train,Corrected,1,1,Train,Train_Corrected_1_16353.png
Dataset\Gambo\Train\Reversal\6_3876.png,6_3876.png,Train,Reversal,6,1,Train,Train_Reversal_6_3876.png
Dataset\Gambo\Test\Normal\M-378.png,M-378.png,Train,Normal,0,0,Test,Test_Normal_M-378.png
Dataset\Gambo\Train\Normal\H-970.png,H-970.png,Train,Normal,0,0,Train,Train_Normal_H-970.png
Dataset\Gambo\Train\Corrected\1_21642.png,1_21642.png,Train,Corrected,1,1,Train,Train_Corrected_1_21642.png
Dataset\Gambo\Train\Reversal\6_17698.png,6_17698.png,Train,Reversal,6,1,Train,Train_Reversal_6_17698.png
Dataset\Gambo\Test\Corrected\1_1938.png,1_1938.png,Train,Corrected,1,1,Test,Test_Corrected_1_1938.png
Dataset\Gambo\Test\Corrected\1_5194.png,1_5194.png,Train,Corrected,1,1,Test,Test_Corrected_1_5194.png
Dataset\Gambo\Test\Reversal\6_1102.png,6_1102.png,Train,Reversal,6,1,Test,Test_Reversal_6_1102.png
Dataset\Gambo\Train\Reversal\6_23488.png,6_23488.png,Train,Reversal,6,1,Train,Train_Reversal_6_23488.png
Dataset\Gambo\Test\Corrected\5_395.png,5_395.png,Train,Corrected,5,1,Test,Test_Corrected_5_395.png
Dataset\Gambo\Train\Reversal\6_1827.png,6_1827.png,Train,Reversal,6,1,Train,Train_Reversal_6_1827.png
Dataset\Gambo\Train\Corrected\1_16177.png,1_16177.png,Train,Corrected,1,1,Train,Train_Corrected_1_16177.png
Dataset\Gambo\Train\Corrected\1_3475.png,1_3475.png,Train,Corrected,1,1,Train,Train_Corrected_1_3475.png
Dataset\Gambo\Train\Corrected\2_1596.png,2_1596.png,Train,Corrected,2,1,Train,Train_Corrected_2_1596.png
Dataset\Gambo\Test\Normal\J-195.png,J-195.png,Train,Normal,0,0,Test,Test_Normal_J-195.png
Dataset\Gambo\Train\Corrected\1_23434.png,1_23434.png,Train,Corrected,1,1,Train,Train_Corrected_1_23434.png
Dataset\Gambo\Train\Reversal\6_4299.png,6_4299.png,Train,Reversal,6,1,Train,Train_Reversal_6_4299.png
Dataset\Gambo\Train\Corrected\4_1458.png,4_1458.png,Train,Corrected,4,1,Train,Train_Corrected_4_1458.png
Dataset\Gambo\Train\Corrected\3_4337.png,3_4337.png,Train,Corrected,3,1,Train,Train_Corrected_3_4337.png
Dataset\Gambo\Train\Reversal\6_9801.png,6_9801.png,Train,Reversal,6,1,Train,Train_Reversal_6_9801.png
Dataset\Gambo\Train\Corrected\1_37648.png,1_37648.png,Train,Corrected,1,1,Train,Train_Corrected_1_37648.png
Dataset\Gambo\Train\Corrected\2_1032.png,2_1032.png,Train,Corrected,2,1,Train,Train_Corrected_2_1032.png
Dataset\Gambo\Train\Corrected\5_5912.png,5_5912.png,Train,Corrected,5,1,Train,Train_Corrected_5_5912.png
Dataset\Gambo\Test\Corrected\1_1465.png,1_1465.png,Train,Corrected,1,1,Test,Test_Corrected_1_1465.png
Dataset\Gambo\Train\Corrected\2_5296.png,2_5296.png,Train,Corrected,2,1,Train,Train_Corrected_2_5296.png
Dataset\Gambo\Test\Corrected\1_1355.png,1_1355.png,Train,Corrected,1,1,Test,Test_Corrected_1_1355.png
Dataset\Gambo\Train\Normal\C-1520.png,C-1520.png,Train,Normal,0,0,Train,Train_Normal_C-1520.png
Dataset\Gambo\Train\Normal\L-1984.png,L-1984.png,Train,Normal,0,0,Train,Train_Normal_L-1984.png
Dataset\Gambo\Train\Corrected\2_1688.png,2_1688.png,Train,Corrected,2,1,Train,Train_Corrected_2_1688.png
Dataset\Gambo\Train\Corrected\1_12645.png,1_12645.png,Train,Corrected,1,1,Train,Train_Corrected_1_12645.png
Dataset\Gambo\Test\Corrected\1_6551.png,1_6551.png,Train,Corrected,1,1,Test,Test_Corrected_1_6551.png
Dataset\Gambo\Train\Corrected\4_3178.png,4_3178.png,Train,Corrected,4,1,Train,Train_Corrected_4_3178.png
Dataset\Gambo\Train\Corrected\4_4608.png,4_4608.png,Train,Corrected,4,1,Train,Train_Corrected_4_4608.png
Dataset\Gambo\Train\Corrected\1_14455.png,1_14455.png,Train,Corrected,1,1,Train,Train_Corrected_1_14455.png
Dataset\Gambo\Train\Reversal\6_27.png,6_27.png,Train,Reversal,6,1,Train,Train_Reversal_6_27.png
Dataset\Gambo\Train\Normal\H-858.png,H-858.png,Train,Normal,0,0,Train,Train_Normal_H-858.png
Dataset\Gambo\Test\Reversal\6_646.png,6_646.png,Train,Reversal,6,1,Test,Test_Reversal_6_646.png
Dataset\Gambo\Train\Reversal\6_5870.png,6_5870.png,Train,Reversal,6,1,Train,Train_Reversal_6_5870.png
Dataset\Gambo\Train\Corrected\1_1322.png,1_1322.png,Train,Corrected,1,1,Train,Train_Corrected_1_1322.png
Dataset\Gambo\Train\Corrected\6_22.png,6_22.png,Train,Corrected,6,1,Train,Train_Corrected_6_22.png
Dataset\Gambo\Test\Corrected\3_309.png,3_309.png,Train,Corrected,3,1,Test,Test_Corrected_3_309.png
Dataset\Gambo\Train\Normal\H-738.png,H-738.png,Train,Normal,0,0,Train,Train_Normal_H-738.png
Dataset\Gambo\Train\Reversal\6_30672.png,6_30672.png,Train,Reversal,6,1,Train,Train_Reversal_6_30672.png
Dataset\Gambo\Train\Corrected\6_1748.png,6_1748.png,Train,Corrected,6,1,Train,Train_Corrected_6_1748.png
Dataset\Gambo\Train\Reversal\6_28838.png,6_28838.png,Train,Reversal,6,1,Train,Train_Reversal_6_28838.png
Dataset\Gambo\Train\Corrected\6_4545.png,6_4545.png,Train,Corrected,6,1,Train,Train_Corrected_6_4545.png
Dataset\Gambo\Test\Corrected\2_32.png,2_32.png,Train,Corrected,2,1,Test,Test_Corrected_2_32.png
Dataset\Gambo\Train\Corrected\1_21466.png,1_21466.png,Train,Corrected,1,1,Train,Train_Corrected_1_21466.png
Dataset\Gambo\Test\Normal\F-71.png,F-71.png,Train,Normal,0,0,Test,Test_Normal_F-71.png
Dataset\Gambo\Test\Corrected\1_975.png,1_975.png,Train,Corrected,1,1,Test,Test_Corrected_1_975.png
Dataset\Gambo\Train\Normal\C-1442.png,C-1442.png,Train,Normal,0,0,Train,Train_Normal_C-1442.png
Dataset\Gambo\Train\Normal\J-2570.png,J-2570.png,Train,Normal,0,0,Train,Train_Normal_J-2570.png
Dataset\Gambo\Train\Corrected\1_31508.png,1_31508.png,Train,Corrected,1,1,Train,Train_Corrected_1_31508.png
Dataset\Gambo\Train\Corrected\2_4880.png,2_4880.png,Train,Corrected,2,1,Train,Train_Corrected_2_4880.png
Dataset\Gambo\Test\Corrected\3_359.png,3_359.png,Train,Corrected,3,1,Test,Test_Corrected_3_359.png
Dataset\Gambo\Train\Normal\K-1374.png,K-1374.png,Train,Normal,0,0,Train,Train_Normal_K-1374.png
Dataset\Gambo\Train\Normal\K-1958.png,K-1958.png,Train,Normal,0,0,Train,Train_Normal_K-1958.png
Dataset\Gambo\Train\Corrected\1_1493.png,1_1493.png,Train,Corrected,1,1,Train,Train_Corrected_1_1493.png
Dataset\Gambo\Train\Normal\C-837.png,C-837.png,Train,Normal,0,0,Train,Train_Normal_C-837.png
Dataset\Gambo\Train\Corrected\1_25975.png,1_25975.png,Train,Corrected,1,1,Train,Train_Corrected_1_25975.png
Dataset\Gambo\Test\Reversal\6_744.png,6_744.png,Train,Reversal,6,1,Test,Test_Reversal_6_744.png
Dataset\Gambo\Test\Reversal\6_2696.png,6_2696.png,Train,Reversal,6,1,Test,Test_Reversal_6_2696.png
Dataset\Gambo\Train\Corrected\1_19800.png,1_19800.png,Train,Corrected,1,1,Train,Train_Corrected_1_19800.png
Dataset\Gambo\Train\Corrected\6_2325.png,6_2325.png,Train,Corrected,6,1,Train,Train_Corrected_6_2325.png
Dataset\Gambo\Train\Corrected\5_5178.png,5_5178.png,Train,Corrected,5,1,Train,Train_Corrected_5_5178.png
Dataset\Gambo\Train\Corrected\1_12090.png,1_12090.png,Train,Corrected,1,1,Train,Train_Corrected_1_12090.png
Dataset\Gambo\Train\Normal\A-945.png,A-945.png,Train,Normal,0,0,Train,Train_Normal_A-945.png
Dataset\Gambo\Train\Reversal\6_17057.png,6_17057.png,Train,Reversal,6,1,Train,Train_Reversal_6_17057.png
Dataset\Gambo\Train\Corrected\1_29194.png,1_29194.png,Train,Corrected,1,1,Train,Train_Corrected_1_29194.png
Dataset\Gambo\Train\Reversal\6_14971.png,6_14971.png,Train,Reversal,6,1,Train,Train_Reversal_6_14971.png
Dataset\Gambo\Train\Corrected\1_19877.png,1_19877.png,Train,Corrected,1,1,Train,Train_Corrected_1_19877.png
Dataset\Gambo\Train\Corrected\1_30977.png,1_30977.png,Train,Corrected,1,1,Train,Train_Corrected_1_30977.png
Dataset\Gambo\Train\Reversal\6_5480.png,6_5480.png,Train,Reversal,6,1,Train,Train_Reversal_6_5480.png
Dataset\Gambo\Train\Corrected\2_4231.png,2_4231.png,Train,Corrected,2,1,Train,Train_Corrected_2_4231.png
Dataset\Gambo\Test\Corrected\2_1353.png,2_1353.png,Train,Corrected,2,1,Test,Test_Corrected_2_1353.png
Dataset\Gambo\Train\Corrected\4_347.png,4_347.png,Train,Corrected,4,1,Train,Train_Corrected_4_347.png
Dataset\Gambo\Train\Corrected\5_4275.png,5_4275.png,Train,Corrected,5,1,Train,Train_Corrected_5_4275.png
Dataset\Gambo\Test\Normal\I-74.png,I-74.png,Train,Normal,0,0,Test,Test_Normal_I-74.png
Dataset\Gambo\Test\Normal\S-3007.png,S-3007.png,Train,Normal,0,0,Test,Test_Normal_S-3007.png
Dataset\Gambo\Test\Reversal\6_6213.png,6_6213.png,Train,Reversal,6,1,Test,Test_Reversal_6_6213.png
Dataset\Gambo\Train\Reversal\6_21309.png,6_21309.png,Train,Reversal,6,1,Train,Train_Reversal_6_21309.png
Dataset\Gambo\Train\Corrected\6_2110.png,6_2110.png,Train,Corrected,6,1,Train,Train_Corrected_6_2110.png
Dataset\Gambo\Train\Corrected\1_18769.png,1_18769.png,Train,Corrected,1,1,Train,Train_Corrected_1_18769.png
Dataset\Gambo\Train\Corrected\6_3948.png,6_3948.png,Train,Corrected,6,1,Train,Train_Corrected_6_3948.png
Dataset\Gambo\Train\Normal\H-928.png,H-928.png,Train,Normal,0,0,Train,Train_Normal_H-928.png
Dataset\Gambo\Test\Corrected\1_6736.png,1_6736.png,Train,Corrected,1,1,Test,Test_Corrected_1_6736.png
Dataset\Gambo\Train\Reversal\6_15424.png,6_15424.png,Train,Reversal,6,1,Train,Train_Reversal_6_15424.png
Dataset\Gambo\Train\Corrected\4_3175.png,4_3175.png,Train,Corrected,4,1,Train,Train_Corrected_4_3175.png
Dataset\Gambo\Train\Normal\G-2285.png,G-2285.png,Train,Normal,0,0,Train,Train_Normal_G-2285.png
Dataset\Gambo\Train\Corrected\1_32647.png,1_32647.png,Train,Corrected,1,1,Train,Train_Corrected_1_32647.png
Dataset\Gambo\Test\Normal\P-180.png,P-180.png,Train,Normal,0,0,Test,Test_Normal_P-180.png
Dataset\Gambo\Test\Corrected\6_1254.png,6_1254.png,Train,Corrected,6,1,Test,Test_Corrected_6_1254.png
Dataset\Gambo\Train\Corrected\3_4368.png,3_4368.png,Train,Corrected,3,1,Train,Train_Corrected_3_4368.png
Dataset\Gambo\Train\Normal\M-1802.png,M-1802.png,Train,Normal,0,0,Train,Train_Normal_M-1802.png
Dataset\Gambo\Train\Normal\I-328.png,I-328.png,Train,Normal,0,0,Train,Train_Normal_I-328.png
Dataset\Gambo\Train\Corrected\1_30038.png,1_30038.png,Train,Corrected,1,1,Train,Train_Corrected_1_30038.png
Dataset\Gambo\Test\Reversal\6_1787.png,6_1787.png,Train,Reversal,6,1,Test,Test_Reversal_6_1787.png
Dataset\Gambo\Train\Normal\E-1405.png,E-1405.png,Train,Normal,0,0,Train,Train_Normal_E-1405.png
Dataset\Gambo\Train\Reversal\6_25429.png,6_25429.png,Train,Reversal,6,1,Train,Train_Reversal_6_25429.png
Dataset\Gambo\Train\Reversal\6_19076.png,6_19076.png,Train,Reversal,6,1,Train,Train_Reversal_6_19076.png
Dataset\Gambo\Train\Corrected\1_10001.png,1_10001.png,Train,Corrected,1,1,Train,Train_Corrected_1_10001.png
Dataset\Gambo\Train\Normal\A-2083.png,A-2083.png,Train,Normal,0,0,Train,Train_Normal_A-2083.png
Dataset\Gambo\Train\Corrected\3_2294.png,3_2294.png,Train,Corrected,3,1,Train,Train_Corrected_3_2294.png
Dataset\Gambo\Test\Normal\J-538.png,J-538.png,Train,Normal,0,0,Test,Test_Normal_J-538.png
Dataset\Gambo\Train\Normal\J-2370.png,J-2370.png,Train,Normal,0,0,Train,Train_Normal_J-2370.png
Dataset\Gambo\Train\Corrected\1_35875.png,1_35875.png,Train,Corrected,1,1,Train,Train_Corrected_1_35875.png
Dataset\Gambo\Test\Reversal\6_4230.png,6_4230.png,Train,Reversal,6,1,Test,Test_Reversal_6_4230.png
Dataset\Gambo\Train\Reversal\6_2681.png,6_2681.png,Train,Reversal,6,1,Train,Train_Reversal_6_2681.png
Dataset\Gambo\Train\Normal\E-2432.png,E-2432.png,Train,Normal,0,0,Train,Train_Normal_E-2432.png
Dataset\Gambo\Train\Corrected\1_14086.png,1_14086.png,Train,Corrected,1,1,Train,Train_Corrected_1_14086.png
Dataset\Gambo\Train\Corrected\6_2764.png,6_2764.png,Train,Corrected,6,1,Train,Train_Corrected_6_2764.png
Dataset\Gambo\Train\Reversal\6_3203.png,6_3203.png,Train,Reversal,6,1,Train,Train_Reversal_6_3203.png
