image_path,file_name,split,folder_category,severity_score,target_class,ink_density,center_of_mass_x,center_of_mass_y,bounding_box_ratio,stroke_transitions
Dataset\Gambo\Train\Reversal\6_833.png,6_833.png,Train,Reversal,6,1,0.109694,14.5116,14.3605,0.8421,1.5
Dataset\Gambo\Train\Corrected\1_22302.png,1_22302.png,Train,Corrected,1,1,0.127551,13.07,12.57,1.2857,2.5
Dataset\Gambo\Train\Reversal\6_17567.png,6_17567.png,Train,Reversal,6,1,0.104592,14.1707,11.378,1.0,1.8571
Dataset\Gambo\Train\Corrected\1_3308.png,1_3308.png,Train,Corrected,1,1,0.210459,13.7636,13.8545,1.25,2.4286
Dataset\Gambo\Train\Reversal\6_4399.png,6_4399.png,Train,Reversal,6,1,0.216837,13.3765,12.3176,1.0588,1.5714
Dataset\Gambo\Train\Corrected\1_13546.png,1_13546.png,Train,Corrected,1,1,0.151786,13.3866,13.3529,1.1333,2.4286
Dataset\Gambo\Train\Reversal\6_30434.png,6_30434.png,Train,Reversal,6,1,0.155612,12.5492,13.5492,1.0,2.2857
Dataset\Gambo\Train\Corrected\1_19711.png,1_19711.png,Train,Corrected,1,1,0.153061,14.4417,13.35,1.0556,2.5714
Dataset\Gambo\Train\Reversal\6_1140.png,6_1140.png,Train,Reversal,6,1,0.132653,13.5385,13.8942,1.0526,1.7143
Dataset\Gambo\Train\Corrected\1_5106.png,1_5106.png,Train,Corrected,1,1,0.177296,13.5036,13.518,1.0,2.4286
Dataset\Gambo\Train\Corrected\1_17318.png,1_17318.png,Train,Corrected,1,1,0.103316,12.5309,12.3951,0.5789,1.7143
Dataset\Gambo\Train\Normal\B-1361.png,B-1361.png,Train,Normal,0,0,0.169643,13.4812,14.1955,1.6667,2.2857
Dataset\Gambo\Train\Corrected\1_37902.png,1_37902.png,Train,Corrected,1,1,0.155612,12.2623,11.5984,1.0,2.0714
Dataset\Gambo\Train\Corrected\1_16117.png,1_16117.png,Train,Corrected,1,1,0.147959,12.7241,13.6466,1.125,2.6429
Dataset\Gambo\Train\Corrected\1_22961.png,1_22961.png,Train,Corrected,1,1,0.103316,12.2469,14.3457,1.5,2.5714
Dataset\Gambo\Train\Normal\M-1772.png,M-1772.png,Train,Normal,0,0,0.133929,12.9524,12.6381,1.0,3.3571
Dataset\Gambo\Train\Normal\B-1466.png,B-1466.png,Train,Normal,0,0,0.19898,13.4679,12.8077,1.1111,2.7143
Dataset\Gambo\Train\Corrected\5_5215.png,5_5215.png,Train,Corrected,5,1,0.147959,12.0862,13.3276,1.0,2.4286
Dataset\Gambo\Train\Corrected\4_2154.png,4_2154.png,Train,Corrected,4,1,0.058673,13.9348,13.0217,0.4118,1.6429
Dataset\Gambo\Train\Reversal\6_22592.png,6_22592.png,Train,Reversal,6,1,0.107143,11.2143,16.9167,0.9412,1.2857
Dataset\Gambo\Train\Corrected\1_13459.png,1_13459.png,Train,Corrected,1,1,0.141582,12.9099,12.6396,1.2857,2.2857
Dataset\Gambo\Train\Corrected\2_719.png,2_719.png,Train,Corrected,2,1,0.114796,12.3333,10.5,1.1333,1.6429
Dataset\Gambo\Train\Reversal\6_22581.png,6_22581.png,Train,Reversal,6,1,0.192602,10.3974,16.7616,1.0,1.6429
Dataset\Gambo\Train\Corrected\1_16806.png,1_16806.png,Train,Corrected,1,1,0.145408,13.4561,13.6842,1.125,2.4286
Dataset\Gambo\Train\Corrected\1_35175.png,1_35175.png,Train,Corrected,1,1,0.146684,13.2174,14.3478,0.8947,2.5
Dataset\Gambo\Train\Normal\A-1323.png,A-1323.png,Train,Normal,0,0,0.135204,15.4245,13.0943,1.4286,2.1429
Dataset\Gambo\Train\Corrected\6_832.png,6_832.png,Train,Corrected,6,1,0.126276,11.697,12.3131,1.2667,2.5714
Dataset\Gambo\Train\Corrected\1_10232.png,1_10232.png,Train,Corrected,1,1,0.091837,12.8472,13.0972,0.7368,2.1429
Dataset\Gambo\Train\Normal\H-1898.png,H-1898.png,Train,Normal,0,0,0.163265,13.625,13.6562,0.8421,1.9286
Dataset\Gambo\Train\Corrected\4_5615.png,4_5615.png,Train,Corrected,4,1,0.131378,12.1262,13.0,1.3846,2.3571
Dataset\Gambo\Train\Reversal\6_17219.png,6_17219.png,Train,Reversal,6,1,0.116071,14.3297,11.6484,1.3571,1.4286
Dataset\Gambo\Train\Corrected\2_5479.png,2_5479.png,Train,Corrected,2,1,0.089286,12.1286,13.4143,1.2143,1.6429
Dataset\Gambo\Train\Corrected\6_5459.png,6_5459.png,Train,Corrected,6,1,0.108418,14.0118,11.9882,0.85,2.0714
Dataset\Gambo\Train\Corrected\3_5691.png,3_5691.png,Train,Corrected,3,1,0.146684,13.3826,12.687,1.2,2.5
Dataset\Gambo\Train\Corrected\4_5831.png,4_5831.png,Train,Corrected,4,1,0.117347,13.7174,13.0543,1.1176,2.5
Dataset\Gambo\Train\Corrected\6_4302.png,6_4302.png,Train,Corrected,6,1,0.100765,14.2278,13.3924,1.0556,2.4286
Dataset\Gambo\Train\Corrected\1_31144.png,1_31144.png,Train,Corrected,1,1,0.104592,12.3415,11.7561,1.4615,2.5
Dataset\Gambo\Train\Reversal\6_4957.png,6_4957.png,Train,Reversal,6,1,0.219388,15.1163,14.5174,0.9048,1.7857
Dataset\Gambo\Train\Corrected\6_4567.png,6_4567.png,Train,Corrected,6,1,0.196429,13.8766,13.4156,0.9,2.2857
Dataset\Gambo\Train\Reversal\6_19405.png,6_19405.png,Train,Reversal,6,1,0.122449,13.625,14.0104,0.9474,2.7143
Dataset\Gambo\Train\Corrected\2_3329.png,2_3329.png,Train,Corrected,2,1,0.084184,14.2121,15.0455,1.2,2.0714
Dataset\Gambo\Train\Reversal\6_12899.png,6_12899.png,Train,Reversal,6,1,0.177296,13.259,11.5612,1.3125,2.0
Dataset\Gambo\Train\Reversal\6_26261.png,6_26261.png,Train,Reversal,6,1,0.195153,14.281,13.5294,0.9444,1.2857
Dataset\Gambo\Train\Corrected\3_3548.png,3_3548.png,Train,Corrected,3,1,0.163265,14.3203,13.9375,0.9474,2.2143
Dataset\Gambo\Train\Corrected\4_147.png,4_147.png,Train,Corrected,4,1,0.160714,11.2937,13.0794,0.8333,1.5
Dataset\Gambo\Train\Reversal\6_13812.png,6_13812.png,Train,Reversal,6,1,0.142857,13.0179,12.1786,0.8421,2.1429
Dataset\Gambo\Train\Normal\H-1155.png,H-1155.png,Train,Normal,0,0,0.100765,14.0633,14.2152,1.25,2.7857
Dataset\Gambo\Train\Reversal\6_4066.png,6_4066.png,Train,Reversal,6,1,0.144133,15.5929,13.0354,1.0,1.5
Dataset\Gambo\Train\Corrected\1_13409.png,1_13409.png,Train,Corrected,1,1,0.122449,13.5833,13.1771,1.2,2.3571
Dataset\Gambo\Train\Corrected\1_37244.png,1_37244.png,Train,Corrected,1,1,0.196429,13.2987,14.5455,1.0526,2.9286
Dataset\Gambo\Train\Reversal\6_11629.png,6_11629.png,Train,Reversal,6,1,0.191327,12.1467,13.0267,1.2222,2.4286
Dataset\Gambo\Train\Corrected\1_3356.png,1_3356.png,Train,Corrected,1,1,0.100765,14.9241,14.5316,0.8,2.2143
Dataset\Gambo\Train\Reversal\6_11826.png,6_11826.png,Train,Reversal,6,1,0.153061,12.8917,12.4167,0.8,3.0
Dataset\Gambo\Train\Corrected\4_5315.png,4_5315.png,Train,Corrected,4,1,0.15051,13.339,12.1441,0.8824,1.8571
Dataset\Gambo\Train\Corrected\1_11718.png,1_11718.png,Train,Corrected,1,1,0.130102,11.0784,11.2255,1.125,1.7143
Dataset\Gambo\Train\Corrected\5_3258.png,5_3258.png,Train,Corrected,5,1,0.125,12.6939,15.051,0.9474,2.2857
Dataset\Gambo\Train\Normal\I-43.png,I-43.png,Train,Normal,0,0,0.125,13.8878,13.4898,1.0,1.4286
Dataset\Gambo\Train\Reversal\6_18620.png,6_18620.png,Train,Reversal,6,1,0.151786,13.3782,13.1933,1.1176,2.9286
Dataset\Gambo\Train\Reversal\6_7279.png,6_7279.png,Train,Reversal,6,1,0.19898,15.6923,13.4744,0.95,2.0
Dataset\Gambo\Train\Corrected\1_12372.png,1_12372.png,Train,Corrected,1,1,0.085459,11.8657,11.6418,1.8,2.3571
Dataset\Gambo\Train\Normal\K-889.png,K-889.png,Train,Normal,0,0,0.110969,11.2414,14.046,1.0556,2.0
Dataset\Gambo\Train\Reversal\6_10695.png,6_10695.png,Train,Reversal,6,1,0.188776,14.0676,14.1149,0.9474,2.1429
Dataset\Gambo\Train\Corrected\2_4336.png,2_4336.png,Train,Corrected,2,1,0.11352,13.8427,13.0674,0.8947,2.3571
Dataset\Gambo\Train\Corrected\6_1502.png,6_1502.png,Train,Corrected,6,1,0.265306,11.5,14.024,1.0455,2.7857
Dataset\Gambo\Train\Normal\H-629.png,H-629.png,Train,Normal,0,0,0.158163,13.6129,14.1452,1.6667,2.4286
Dataset\Gambo\Train\Corrected\1_25364.png,1_25364.png,Train,Corrected,1,1,0.112245,11.9886,11.7045,1.2667,2.5
Dataset\Gambo\Train\Corrected\1_24433.png,1_24433.png,Train,Corrected,1,1,0.084184,12.3333,12.7121,2.1111,2.2143
Dataset\Gambo\Train\Reversal\6_15814.png,6_15814.png,Train,Reversal,6,1,0.188776,13.4865,14.5743,1.1176,2.3571
Dataset\Gambo\Train\Corrected\1_19864.png,1_19864.png,Train,Corrected,1,1,0.137755,13.4259,12.2963,1.0,3.0
Dataset\Gambo\Train\Corrected\6_689.png,6_689.png,Train,Corrected,6,1,0.052296,12.0488,12.6341,1.2667,1.4286
Dataset\Gambo\Train\Corrected\2_1704.png,2_1704.png,Train,Corrected,2,1,0.243622,12.3089,12.6911,0.9474,2.0714
Dataset\Gambo\Train\Reversal\6_20208.png,6_20208.png,Train,Reversal,6,1,0.135204,14.1604,15.7075,1.1176,1.4286
Dataset\Gambo\Train\Normal\K-1465.png,K-1465.png,Train,Normal,0,0,0.168367,12.0152,14.3939,1.1111,1.7143
Dataset\Gambo\Train\Corrected\3_461.png,3_461.png,Train,Corrected,3,1,0.114796,12.8889,11.1333,1.0,2.0714
Dataset\Gambo\Train\Corrected\1_26153.png,1_26153.png,Train,Corrected,1,1,0.167092,14.7023,13.7634,1.1111,2.6429
Dataset\Gambo\Train\Corrected\6_4343.png,6_4343.png,Train,Corrected,6,1,0.168367,13.2348,12.8333,1.3333,2.3571
Dataset\Gambo\Train\Corrected\1_36125.png,1_36125.png,Train,Corrected,1,1,0.147959,13.2931,12.7155,1.2667,3.0
Dataset\Gambo\Train\Corrected\1_18118.png,1_18118.png,Train,Corrected,1,1,0.147959,11.6207,10.9569,1.0588,2.3571
Dataset\Gambo\Train\Corrected\1_4553.png,1_4553.png,Train,Corrected,1,1,0.121173,13.5368,13.8,1.4286,3.1429
Dataset\Gambo\Train\Normal\G-1413.png,G-1413.png,Train,Normal,0,0,0.146684,13.1826,13.6348,1.0,2.0714
Dataset\Gambo\Train\Corrected\1_16084.png,1_16084.png,Train,Corrected,1,1,0.127551,13.13,13.21,1.1176,2.5714
Dataset\Gambo\Train\Corrected\4_6280.png,4_6280.png,Train,Corrected,4,1,0.155612,12.9262,13.0,1.0,2.1429
Dataset\Gambo\Train\Normal\L-1767.png,L-1767.png,Train,Normal,0,0,0.130102,10.7157,17.2549,1.1111,1.7143
Dataset\Gambo\Train\Normal\H-2315.png,H-2315.png,Train,Normal,0,0,0.151786,14.2689,14.2101,1.0,2.3571
Dataset\Gambo\Train\Reversal\6_923.png,6_923.png,Train,Reversal,6,1,0.105867,13.5301,13.4217,0.7895,1.2857
Dataset\Gambo\Train\Reversal\6_2039.png,6_2039.png,Train,Reversal,6,1,0.110969,13.2529,13.1494,1.7273,1.8571
Dataset\Gambo\Train\Corrected\6_5172.png,6_5172.png,Train,Corrected,6,1,0.19898,13.5705,12.6603,0.95,2.3571
Dataset\Gambo\Train\Reversal\6_16723.png,6_16723.png,Train,Reversal,6,1,0.123724,14.6701,12.0825,1.5385,2.0
Dataset\Gambo\Train\Corrected\2_1625.png,2_1625.png,Train,Corrected,2,1,0.182398,12.5874,14.6573,0.9524,2.5
Dataset\Gambo\Train\Normal\E-1109.png,E-1109.png,Train,Normal,0,0,0.123724,13.299,14.8557,1.0,1.5714
Dataset\Gambo\Train\Reversal\6_7685.png,6_7685.png,Train,Reversal,6,1,0.233418,12.3552,12.2787,1.0,1.7857
Dataset\Gambo\Train\Normal\J-2656.png,J-2656.png,Train,Normal,0,0,0.091837,12.4444,12.1528,0.8,1.4286
Dataset\Gambo\Train\Corrected\1_35515.png,1_35515.png,Train,Corrected,1,1,0.209184,13.9817,14.1646,1.0526,2.2857
Dataset\Gambo\Train\Reversal\6_18118.png,6_18118.png,Train,Reversal,6,1,0.186224,12.4863,12.9521,0.8947,1.6429
Dataset\Gambo\Train\Corrected\1_13381.png,1_13381.png,Train,Corrected,1,1,0.235969,13.6703,12.9514,1.0,2.1429
Dataset\Gambo\Train\Corrected\4_3984.png,4_3984.png,Train,Corrected,4,1,0.163265,14.2422,13.8359,1.0556,2.5714
Dataset\Gambo\Train\Corrected\1_16350.png,1_16350.png,Train,Corrected,1,1,0.103316,10.6173,14.0494,0.9444,2.2143
Dataset\Gambo\Train\Corrected\2_770.png,2_770.png,Train,Corrected,2,1,0.066327,12.6346,11.0192,0.9412,1.9286
Dataset\Gambo\Train\Reversal\6_8724.png,6_8724.png,Train,Reversal,6,1,0.147959,16.0948,16.0862,1.1111,2.0714
Dataset\Gambo\Train\Reversal\6_19370.png,6_19370.png,Train,Reversal,6,1,0.089286,13.5714,14.0429,0.7368,1.9286
Dataset\Gambo\Train\Corrected\5_4376.png,5_4376.png,Train,Corrected,5,1,0.155612,14.541,13.0328,1.0,2.2143
Dataset\Gambo\Train\Corrected\2_4625.png,2_4625.png,Train,Corrected,2,1,0.100765,11.3924,12.4051,1.3077,2.2857
Dataset\Gambo\Train\Normal\N-1155.png,N-1155.png,Train,Normal,0,0,0.181122,13.2113,14.2746,1.1111,3.2143
Dataset\Gambo\Train\Corrected\1_29977.png,1_29977.png,Train,Corrected,1,1,0.095663,13.2267,15.28,1.4286,2.0714
Dataset\Gambo\Train\Normal\B-1188.png,B-1188.png,Train,Normal,0,0,0.243622,12.6335,13.5445,1.25,2.2857
Dataset\Gambo\Train\Corrected\1_29431.png,1_29431.png,Train,Corrected,1,1,0.146684,12.5217,12.5304,0.9444,2.2857
Dataset\Gambo\Train\Corrected\1_23080.png,1_23080.png,Train,Corrected,1,1,0.128827,12.0297,13.9901,1.3571,2.8571
Dataset\Gambo\Train\Normal\B-1594.png,B-1594.png,Train,Normal,0,0,0.130102,13.3627,13.2255,1.6667,2.2857
Dataset\Gambo\Train\Corrected\1_37468.png,1_37468.png,Train,Corrected,1,1,0.156888,12.5447,10.8618,1.2667,1.9286
Dataset\Gambo\Train\Corrected\1_21009.png,1_21009.png,Train,Corrected,1,1,0.132653,11.9231,13.5,0.8333,2.1429
Dataset\Gambo\Train\Corrected\1_3577.png,1_3577.png,Train,Corrected,1,1,0.214286,12.0476,13.8095,1.1111,2.7857
Dataset\Gambo\Train\Corrected\6_3252.png,6_3252.png,Train,Corrected,6,1,0.130102,13.2059,15.0294,1.4615,1.8571
Dataset\Gambo\Train\Corrected\5_2306.png,5_2306.png,Train,Corrected,5,1,0.11352,12.0,13.427,0.8947,2.2857
Dataset\Gambo\Train\Corrected\1_26639.png,1_26639.png,Train,Corrected,1,1,0.102041,14.1625,13.825,1.4286,2.9286
Dataset\Gambo\Train\Corrected\3_1267.png,3_1267.png,Train,Corrected,3,1,0.056122,13.9091,11.8636,1.2143,2.0
Dataset\Gambo\Train\Corrected\4_3480.png,4_3480.png,Train,Corrected,4,1,0.123724,15.3814,11.4742,0.8947,1.9286
Dataset\Gambo\Train\Corrected\1_25683.png,1_25683.png,Train,Corrected,1,1,0.178571,13.5714,11.6571,1.0588,2.3571
Dataset\Gambo\Train\Normal\H-1471.png,H-1471.png,Train,Normal,0,0,0.200255,13.7261,13.8726,1.1111,2.7143
Dataset\Gambo\Train\Corrected\1_15989.png,1_15989.png,Train,Corrected,1,1,0.122449,11.5104,14.6354,0.8889,1.5714
Dataset\Gambo\Train\Reversal\6_25140.png,6_25140.png,Train,Reversal,6,1,0.130102,14.2647,12.7549,1.1111,1.5714
Dataset\Gambo\Train\Corrected\4_4793.png,4_4793.png,Train,Corrected,4,1,0.174745,13.438,13.635,1.0,1.4286
Dataset\Gambo\Train\Corrected\6_3717.png,6_3717.png,Train,Corrected,6,1,0.155612,13.9672,13.3525,0.8947,2.4286
Dataset\Gambo\Train\Corrected\2_5781.png,2_5781.png,Train,Corrected,2,1,0.151786,12.8319,12.9328,1.2143,2.3571
Dataset\Gambo\Train\Corrected\1_16653.png,1_16653.png,Train,Corrected,1,1,0.133929,13.2571,14.5048,1.0588,2.5714
Dataset\Gambo\Train\Corrected\1_24962.png,1_24962.png,Train,Corrected,1,1,0.128827,11.4158,11.8317,1.0556,1.8571
Dataset\Gambo\Train\Normal\I-505.png,I-505.png,Train,Normal,0,0,0.172194,13.363,13.6296,1.1111,1.4286
Dataset\Gambo\Train\Corrected\1_28304.png,1_28304.png,Train,Corrected,1,1,0.118622,14.6022,14.172,1.25,2.9286
Dataset\Gambo\Train\Corrected\5_5995.png,5_5995.png,Train,Corrected,5,1,0.149235,14.4786,13.4786,1.1111,2.4286
Dataset\Gambo\Train\Corrected\1_184.png,1_184.png,Train,Corrected,1,1,0.202806,12.2704,12.7107,1.1111,2.6429
Dataset\Gambo\Train\Reversal\6_24221.png,6_24221.png,Train,Reversal,6,1,0.103316,14.5062,13.3704,1.2667,2.0714
Dataset\Gambo\Train\Reversal\6_12805.png,6_12805.png,Train,Reversal,6,1,0.255102,13.465,12.675,0.9524,3.5
Dataset\Gambo\Train\Corrected\2_1269.png,2_1269.png,Train,Corrected,2,1,0.026786,12.9524,12.5238,0.9231,0.9286
Dataset\Gambo\Train\Corrected\4_1939.png,4_1939.png,Train,Corrected,4,1,0.067602,14.0,13.6415,0.4737,1.5
Dataset\Gambo\Train\Reversal\6_8881.png,6_8881.png,Train,Reversal,6,1,0.192602,14.3179,13.9139,1.1579,2.1429
Dataset\Gambo\Train\Corrected\1_35200.png,1_35200.png,Train,Corrected,1,1,0.167092,11.9542,13.374,1.1875,1.7857
Dataset\Gambo\Train\Reversal\6_31649.png,6_31649.png,Train,Reversal,6,1,0.186224,11.6027,16.0411,1.2778,2.1429
Dataset\Gambo\Train\Corrected\3_1796.png,3_1796.png,Train,Corrected,3,1,0.066327,14.0192,12.5769,0.3684,1.6429
Dataset\Gambo\Train\Corrected\1_3860.png,1_3860.png,Train,Corrected,1,1,0.169643,14.1654,13.6992,1.0,2.7857
Dataset\Gambo\Train\Normal\D-1424.png,D-1424.png,Train,Normal,0,0,0.190051,14.4631,15.0201,1.25,2.2857
Dataset\Gambo\Train\Reversal\6_23638.png,6_23638.png,Train,Reversal,6,1,0.108418,13.4118,14.4824,1.0556,2.2857
Dataset\Gambo\Train\Corrected\1_4947.png,1_4947.png,Train,Corrected,1,1,0.133929,13.5429,13.3619,0.7,1.9286
Dataset\Gambo\Train\Corrected\1_3340.png,1_3340.png,Train,Corrected,1,1,0.112245,11.2841,13.9318,0.7,1.6429
Dataset\Gambo\Train\Normal\G-1194.png,G-1194.png,Train,Normal,0,0,0.125,11.4796,14.1122,0.9,2.0714
Dataset\Gambo\Train\Reversal\6_29414.png,6_29414.png,Train,Reversal,6,1,0.146684,14.2696,14.3565,1.1176,1.6429
Dataset\Gambo\Train\Reversal\6_11594.png,6_11594.png,Train,Reversal,6,1,0.215561,12.8284,12.4734,0.9091,4.9286
Dataset\Gambo\Train\Corrected\1_46.png,1_46.png,Train,Corrected,1,1,0.184949,10.9517,13.0483,1.0526,2.5714
Dataset\Gambo\Train\Corrected\1_23310.png,1_23310.png,Train,Corrected,1,1,0.114796,12.5333,13.8667,1.0,2.6429
Dataset\Gambo\Train\Corrected\1_24665.png,1_24665.png,Train,Corrected,1,1,0.091837,12.4306,12.625,1.7273,2.0714
Dataset\Gambo\Train\Reversal\6_8608.png,6_8608.png,Train,Reversal,6,1,0.137755,12.5093,12.6111,0.95,1.7857
Dataset\Gambo\Train\Corrected\2_2428.png,2_2428.png,Train,Corrected,2,1,0.082908,11.6769,12.8,0.6842,1.9286
Dataset\Gambo\Train\Corrected\1_11911.png,1_11911.png,Train,Corrected,1,1,0.105867,13.759,13.3253,0.7895,2.4286
Dataset\Gambo\Train\Normal\J-1971.png,J-1971.png,Train,Normal,0,0,0.096939,12.0658,11.75,0.8,1.2857
Dataset\Gambo\Train\Corrected\1_21939.png,1_21939.png,Train,Corrected,1,1,0.155612,14.3852,12.7623,0.9444,2.2857
Dataset\Gambo\Train\Corrected\6_4770.png,6_4770.png,Train,Corrected,6,1,0.160714,14.1111,13.2698,1.1875,2.0
Dataset\Gambo\Train\Reversal\6_11643.png,6_11643.png,Train,Reversal,6,1,0.178571,14.7429,15.5429,1.1579,2.6429
Dataset\Gambo\Train\Reversal\6_16066.png,6_16066.png,Train,Reversal,6,1,0.089286,14.9143,12.1857,1.5833,1.7857
Dataset\Gambo\Train\Reversal\6_9781.png,6_9781.png,Train,Reversal,6,1,0.133929,13.4095,14.0571,0.9,1.5714
Dataset\Gambo\Train\Corrected\1_26001.png,1_26001.png,Train,Corrected,1,1,0.144133,13.9381,12.9646,1.1875,2.6429
Dataset\Gambo\Train\Normal\I-780.png,I-780.png,Train,Normal,0,0,0.142857,12.4732,12.4018,1.0,1.6429
Dataset\Gambo\Train\Corrected\1_38496.png,1_38496.png,Train,Corrected,1,1,0.147959,13.5948,14.1552,0.9474,2.9286
Dataset\Gambo\Train\Normal\G-2387.png,G-2387.png,Train,Normal,0,0,0.155612,12.2213,13.7705,0.9474,1.9286
Dataset\Gambo\Train\Corrected\1_36009.png,1_36009.png,Train,Corrected,1,1,0.072704,14.9649,13.6842,1.7273,1.5
Dataset\Gambo\Train\Corrected\1_25340.png,1_25340.png,Train,Corrected,1,1,0.072704,12.4386,12.6491,2.1111,2.2857
Dataset\Gambo\Train\Reversal\6_21522.png,6_21522.png,Train,Reversal,6,1,0.140306,13.6091,13.9182,1.3333,2.0
Dataset\Gambo\Train\Corrected\1_1353.png,1_1353.png,Train,Corrected,1,1,0.081633,12.25,12.8906,1.3571,2.2143
Dataset\Gambo\Train\Reversal\6_30197.png,6_30197.png,Train,Reversal,6,1,0.241071,12.5132,13.1164,0.95,2.2857
Dataset\Gambo\Train\Corrected\3_872.png,3_872.png,Train,Corrected,3,1,0.117347,12.3478,12.6739,1.1333,1.9286
Dataset\Gambo\Train\Corrected\1_31300.png,1_31300.png,Train,Corrected,1,1,0.125,12.4184,12.3061,2.1111,2.0714
Dataset\Gambo\Train\Reversal\6_3282.png,6_3282.png,Train,Reversal,6,1,0.094388,14.8243,15.527,0.6842,1.7857
Dataset\Gambo\Train\Normal\G-943.png,G-943.png,Train,Normal,0,0,0.15051,10.9661,15.1102,1.0,1.9286
Dataset\Gambo\Train\Corrected\1_38053.png,1_38053.png,Train,Corrected,1,1,0.076531,12.6833,12.05,2.375,2.2857
Dataset\Gambo\Train\Corrected\4_3330.png,4_3330.png,Train,Corrected,4,1,0.154337,13.876,13.7851,1.0,2.0
Dataset\Gambo\Train\Corrected\6_2968.png,6_2968.png,Train,Corrected,6,1,0.122449,11.2708,14.0104,0.8947,1.7143
Dataset\Gambo\Train\Corrected\4_4160.png,4_4160.png,Train,Corrected,4,1,0.059949,12.1277,13.8511,0.875,2.0
Dataset\Gambo\Train\Corrected\1_25164.png,1_25164.png,Train,Corrected,1,1,0.090561,11.7465,12.2817,1.6364,2.5714
Dataset\Gambo\Train\Reversal\6_19384.png,6_19384.png,Train,Reversal,6,1,0.11352,12.2472,13.7079,0.7368,1.7143
Dataset\Gambo\Train\Corrected\1_25811.png,1_25811.png,Train,Corrected,1,1,0.246173,12.5337,14.2176,1.1111,2.3571
Dataset\Gambo\Train\Normal\B-1516.png,B-1516.png,Train,Normal,0,0,0.165816,12.3077,13.2615,0.9,2.6429
Dataset\Gambo\Train\Corrected\2_599.png,2_599.png,Train,Corrected,2,1,0.086735,12.2059,12.1471,1.0625,2.1429
Dataset\Gambo\Train\Corrected\1_14593.png,1_14593.png,Train,Corrected,1,1,0.151786,12.9412,13.0756,0.9474,2.6429
Dataset\Gambo\Train\Corrected\1_11625.png,1_11625.png,Train,Corrected,1,1,0.153061,13.0833,10.5917,0.8889,1.7143
Dataset\Gambo\Train\Corrected\6_1509.png,6_1509.png,Train,Corrected,6,1,0.216837,13.4529,14.9588,1.0476,2.4286
Dataset\Gambo\Train\Corrected\5_1553.png,5_1553.png,Train,Corrected,5,1,0.202806,13.8994,12.956,1.0,3.6429
Dataset\Gambo\Train\Corrected\2_2824.png,2_2824.png,Train,Corrected,2,1,0.104592,12.7927,13.8049,1.0,2.3571
Dataset\Gambo\Train\Reversal\6_14843.png,6_14843.png,Train,Reversal,6,1,0.165816,13.3077,12.4154,1.0526,2.5
Dataset\Gambo\Train\Corrected\5_4418.png,5_4418.png,Train,Corrected,5,1,0.204082,14.8812,13.4,1.0556,2.0714
Dataset\Gambo\Train\Corrected\1_10684.png,1_10684.png,Train,Corrected,1,1,0.089286,12.4857,13.7714,0.9474,2.1429
Dataset\Gambo\Train\Reversal\6_691.png,6_691.png,Train,Reversal,6,1,0.130102,12.9216,13.3333,1.0526,1.7143
Dataset\Gambo\Train\Corrected\1_20943.png,1_20943.png,Train,Corrected,1,1,0.184949,14.3241,12.0897,1.0588,2.2143
Dataset\Gambo\Train\Corrected\1_3261.png,1_3261.png,Train,Corrected,1,1,0.09949,11.3205,13.8718,0.8,2.1429
Dataset\Gambo\Train\Reversal\6_14063.png,6_14063.png,Train,Reversal,6,1,0.108418,12.9882,11.6353,1.3571,2.5
Dataset\Gambo\Train\Normal\E-757.png,E-757.png,Train,Normal,0,0,0.228316,10.7374,13.5084,1.0,1.7143
Dataset\Gambo\Train\Corrected\5_5297.png,5_5297.png,Train,Corrected,5,1,0.130102,12.1569,14.2059,0.9,1.8571
Dataset\Gambo\Train\Reversal\6_21853.png,6_21853.png,Train,Reversal,6,1,0.144133,14.1062,14.7788,1.2667,1.9286
Dataset\Gambo\Train\Corrected\1_13430.png,1_13430.png,Train,Corrected,1,1,0.121173,12.6421,13.1474,0.5789,1.2857
Dataset\Gambo\Train\Corrected\3_2035.png,3_2035.png,Train,Corrected,3,1,0.076531,14.0833,12.7167,0.5,1.5714
Dataset\Gambo\Train\Reversal\6_19887.png,6_19887.png,Train,Reversal,6,1,0.158163,14.6613,15.2742,1.0,1.4286
Dataset\Gambo\Train\Normal\J-2789.png,J-2789.png,Train,Normal,0,0,0.066327,12.2308,13.5385,0.7778,1.2143
Dataset\Gambo\Train\Normal\E-1872.png,E-1872.png,Train,Normal,0,0,0.15051,12.2542,14.0932,0.9,1.8571
Dataset\Gambo\Train\Reversal\6_7593.png,6_7593.png,Train,Reversal,6,1,0.168367,13.9621,13.8485,1.2353,2.2857
Dataset\Gambo\Train\Corrected\4_5560.png,4_5560.png,Train,Corrected,4,1,0.165816,12.4615,12.5923,1.1176,2.3571
Dataset\Gambo\Train\Reversal\6_2139.png,6_2139.png,Train,Reversal,6,1,0.132653,12.1154,13.25,1.2667,1.5
Dataset\Gambo\Train\Corrected\1_22822.png,1_22822.png,Train,Corrected,1,1,0.114796,12.4333,14.9222,0.8889,1.9286
Dataset\Gambo\Train\Normal\D-943.png,D-943.png,Train,Normal,0,0,0.123724,14.134,12.5979,0.8,2.0714
Dataset\Gambo\Train\Corrected\1_20487.png,1_20487.png,Train,Corrected,1,1,0.155612,13.8033,13.2295,0.8333,2.0
